Entfernung,Start,Ziel
0.5,BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100),KREUZ SCHOENEBERG
0.5,KREUZ SCHOENEBERG,BERLIN - INNSBRUCKER PLATZ (Ostteil) (A 100)
0.5,KREUZ SCHOENEBERG,BERLIN - ALBOINSTRASSE (Westteil) (A 100)
0.5,BERLIN - ALBOINSTRASSE (Westteil) (A 100),KREUZ SCHOENEBERG
1,BERLIN - ALBOINSTRASSE (Westteil) (A 100),BERLIN - ALBOINSTRASSE (Ostteil) (A 100)
1,BERLIN - ALBOINSTRASSE (Ostteil) (A 100),BERLIN - ALBOINSTRASSE (Westteil) (A 100)
1,BERLIN - ALBOINSTRASSE (Ostteil) (A 100),BERLIN - TEMPELHOFER DAMM (A 100)
1,BERLIN - TEMPELHOFER DAMM (A 100),BERLIN - ALBOINSTRASSE (Ostteil) (A 100)
1,BERLIN - TEMPELHOFER DAMM (A 100),BERLIN - OBERLANDSTRASSE (A 100)
1,BERLIN - OBERLANDSTRASSE (A 100),BERLIN - TEMPELHOFER DAMM (A 100)
0.5,BERLIN - OBERLANDSTRASSE (A 100),DREIECK TEMPELHOF
0.5,DREIECK TEMPELHOF,BERLIN - OBERLANDSTRASSE (A 100)
2,DREIECK TEMPELHOF,BERLIN - BRITZER DAMM (A 100)
2,BERLIN - BRITZER DAMM (A 100),DREIECK TEMPELHOF
0.5,BERLIN - BRITZER DAMM (A 100),BERLIN - BUSCHKRUGALLEE (A 100)
0.5,BERLIN - BUSCHKRUGALLEE (A 100),BERLIN - BRITZER DAMM (A 100)
1,BERLIN - BUSCHKRUGALLEE (A 100),DREIECK NEUKOELLN
1,DREIECK NEUKOELLN,BERLIN - BUSCHKRUGALLEE (A 100)
0.2,DREIECK NEUKOELLN,BERLIN - GRENZALLEE (A 100)
0.2,BERLIN - GRENZALLEE (A 100),DREIECK NEUKOELLN
1,BERLIN - GRENZALLEE (A 100),BERLIN - SONNENALLEE (A 100)
1,BERLIN - SONNENALLEE (A 100),BERLIN - GRENZALLEE (A 100)
2,BERLIN - SONNENALLEE (A 100),BERLIN - AM TREPTOWER PARK (A 100)
2,BERLIN - AM TREPTOWER PARK (A 100),BERLIN - SONNENALLEE (A 100)
1,BERLIN - AM TREPTOWER PARK (A 100),BERLIN - MARKGRAFENDAMM (A 100)
1,BERLIN - MARKGRAFENDAMM (A 100),BERLIN - AM TREPTOWER PARK (A 100)
2,BERLIN - MARKGRAFENDAMM (A 100),BERLIN - FRANKFURTER ALLEE (A 100)
2,BERLIN - FRANKFURTER ALLEE (A 100),BERLIN - MARKGRAFENDAMM (A 100)
1,BERLIN - FRANKFURTER ALLEE (A 100),BERLIN - STORKOWER STRASSE (A 100)
1,BERLIN - STORKOWER STRASSE (A 100),BERLIN - FRANKFURTER ALLEE (A 100)
1,BERLIN - STORKOWER STRASSE (A 100),BERLIN - LANDSBGR. ALLEE (A 100)
1,BERLIN - LANDSBGR. ALLEE (A 100),BERLIN - STORKOWER STRASSE (A 100)
0.5,BERLIN - SACHSENDAMM (A 103),KREUZ SCHOENEBERG
0.5,KREUZ SCHOENEBERG,BERLIN - SACHSENDAMM (A 103)
0.1,KREUZ SCHOENEBERG,BERLIN - GRAZER DAMM (A 103)
0.1,BERLIN - GRAZER DAMM (A 103),KREUZ SCHOENEBERG
1,BERLIN - GRAZER DAMM (A 103),BERLIN - SAARSTRASSE (A 103)
1,BERLIN - SAARSTRASSE (A 103),BERLIN - GRAZER DAMM (A 103)
1,BERLIN - SAARSTRASSE (A 103),KREUZ FILANDASTRASSE
1,KREUZ FILANDASTRASSE,BERLIN - SAARSTRASSE (A 103)
1,KREUZ FILANDASTRASSE,BERLIN - WOLFENSTEINDAMM / SCHLOSSSTRASSE (A 103)
1,BERLIN - WOLFENSTEINDAMM / SCHLOSSSTRASSE (A 103),KREUZ FILANDASTRASSE
4,KREUZ ORANIENBURG,BERLIN - HENNIGSDORF (A 111)
4,BERLIN - HENNIGSDORF (A 111),KREUZ ORANIENBURG
3,BERLIN - HENNIGSDORF (A 111),BERLIN - STOLPE (A 111)
3,BERLIN - STOLPE (A 111),BERLIN - HENNIGSDORF (A 111)
4,BERLIN - STOLPE (A 111),BERLIN - SCHULZENDORFER STRASSE (A 111)
4,BERLIN - SCHULZENDORFER STRASSE (A 111),BERLIN - STOLPE (A 111)
3,BERLIN - SCHULZENDORFER STRASSE (A 111),BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111)
3,BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111),BERLIN - SCHULZENDORFER STRASSE (A 111)
2,BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111),BERLIN - HOLZHAUSER STRASSE (A 111)
2,BERLIN - HOLZHAUSER STRASSE (A 111),BERLIN - WAIDMANNSLUSTER DAMM / HERMSDORFER DAMM (A 111)
1,BERLIN - HOLZHAUSER STRASSE (A 111),BERLIN - SEIDELSTRASSE (A 111)
1,BERLIN - SEIDELSTRASSE (A 111),BERLIN - HOLZHAUSER STRASSE (A 111)
0.2,BERLIN - SEIDELSTRASSE (A 111),BERLIN - KURT-SCHUMACHER-PLATZ
0.2,BERLIN - KURT-SCHUMACHER-PLATZ,BERLIN - SEIDELSTRASSE (A 111)
0.4,BERLIN - KURT-SCHUMACHER-PLATZ,BERLIN - EICHBORNDAMM (A 111)
0.4,BERLIN - EICHBORNDAMM (A 111),BERLIN - KURT-SCHUMACHER-PLATZ
1,BERLIN - EICHBORNDAMM (A 111),BERLIN - AM FESTPLATZ (A 111)
1,BERLIN - AM FESTPLATZ (A 111),BERLIN - EICHBORNDAMM (A 111)
1,BERLIN - AM FESTPLATZ (A 111),BERLIN - SAATWINKLER DAMM (A 111)
1,BERLIN - SAATWINKLER DAMM (A 111),BERLIN - AM FESTPLATZ (A 111)
0.3,BERLIN - SAATWINKLER DAMM (A 111),BERLIN - FLUGHAFEN TEGEL (A 111)
0.3,BERLIN - FLUGHAFEN TEGEL (A 111),BERLIN - SAATWINKLER DAMM (A 111)
0.5,BERLIN - FLUGHAFEN TEGEL (A 111),BERLIN - HECKERDAMM (A 111)
0.5,BERLIN - HECKERDAMM (A 111),BERLIN - FLUGHAFEN TEGEL (A 111)
0.5,BERLIN - HECKERDAMM (A 111),DREIECK CHARLOTTENBURG
0.5,DREIECK CHARLOTTENBURG,BERLIN - HECKERDAMM (A 111)
1,DREIECK NEUKOELLN,BERLIN - SPAETHSTRASSE (A 113)
1,BERLIN - SPAETHSTRASSE (A 113),DREIECK NEUKOELLN
1.5,BERLIN - SPAETHSTRASSE (A 113),BERLIN - JOHANNISTHALER CHAUSSEE (A 113)
1.5,BERLIN - JOHANNISTHALER CHAUSSEE (A 113),BERLIN - SPAETHSTRASSE (A 113)
2,BERLIN - JOHANNISTHALER CHAUSSEE (A 113),BERLIN - STUBENRAUCHSTRASSE (A 113)
2,BERLIN - STUBENRAUCHSTRASSE (A 113),BERLIN - JOHANNISTHALER CHAUSSEE (A 113)
1,BERLIN - STUBENRAUCHSTRASSE (A 113),BERLIN - ADLERSHOF (A 113)
1,BERLIN - ADLERSHOF (A 113),BERLIN - STUBENRAUCHSTRASSE (A 113)
4,BERLIN - ADLERSHOF (A 113),BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113)
4,BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113),BERLIN - ADLERSHOF (A 113)
0.4,BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113),BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113)
0.4,BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113),BERLIN - SCHOENEFELD - NORD (Nordteil) (A 113)
0.2,BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113),BERLIN - SCHOENEFELD - NORD (Südteil) (A 113)
0.2,BERLIN - SCHOENEFELD - NORD (Südteil) (A 113),BERLIN -  SCHOENEFELD - SUED (Nordteil) (A 113)
0.5,BERLIN - SCHOENEFELD - NORD (Südteil) (A 113),BERLIN - SCHOENEFELD - SUED (Südteil) (A 113)
0.5,BERLIN - SCHOENEFELD - SUED (Südteil) (A 113),BERLIN - SCHOENEFELD - NORD (Südteil) (A 113)
2,BERLIN - SCHOENEFELD - SUED (Südteil) (A 113),BERLIN - FLUGHAFEN SCHOENEFELD (A 113)
2,BERLIN - FLUGHAFEN SCHOENEFELD (A 113),BERLIN - SCHOENEFELD - SUED (Südteil) (A 113)
1.2,BERLIN - FLUGHAFEN SCHOENEFELD (A 113),WALTERSDORFER DREIECK
1.2,WALTERSDORFER DREIECK,BERLIN - FLUGHAFEN SCHOENEFELD (A 113)
5,WALTERSDORFER DREIECK,SCHOENEFELDER KREUZ
5,SCHOENEFELDER KREUZ,WALTERSDORFER DREIECK
2,DREIECK PANKOW,BERLIN - SCHOENERLINDER STRASSE (A 114)
2,BERLIN - SCHOENERLINDER STRASSE (A 114),DREIECK PANKOW
1,BERLIN - SCHOENERLINDER STRASSE (A 114),BERLIN - BUCHER STRASSE (A 114)
1,BERLIN - BUCHER STRASSE (A 114),BERLIN - SCHOENERLINDER STRASSE (A 114)
4,BERLIN - BUCHER STRASSE (A 114),BERLIN - PASEWALKER STRASSE (A 114)
4,BERLIN - PASEWALKER STRASSE (A 114),BERLIN - BUCHER STRASSE (A 114)
1,BERLIN - PASEWALKER STRASSE (A 114),BERLIN -  PRENZLAUER PROMENADE (A 114)
1,BERLIN -  PRENZLAUER PROMENADE (A 114),BERLIN - PASEWALKER STRASSE (A 114)
4.3,DREIECK FUNKTURM,BERLIN - HUETTENWEG (A 115)
4.3,BERLIN - HUETTENWEG (A 115),DREIECK FUNKTURM
5,BERLIN - HUETTENWEG (A 115),BERLIN - SPANISCHE ALLEE (A 115)
5,BERLIN - SPANISCHE ALLEE (A 115),BERLIN - HUETTENWEG (A 115)
2,BERLIN - SPANISCHE ALLEE (A 115),BERLIN - ZEHLENDORF (A 115)
2,BERLIN - ZEHLENDORF (A 115),BERLIN - SPANISCHE ALLEE (A 115)
2,BERLIN - ZEHLENDORF (A 115),BERLIN - KLEINMACHNOW (A 115)
2,BERLIN - KLEINMACHNOW (A 115),BERLIN - ZEHLENDORF (A 115)
5,BERLIN - KLEINMACHNOW (A 115),POTSDAM - BABELSBERG (A 115)
5,POTSDAM - BABELSBERG (A 115),BERLIN - KLEINMACHNOW (A 115)
2,POTSDAM - BABELSBERG (A 115),POTSDAM - DREWITZ (A 115)
2,POTSDAM - DREWITZ (A 115),POTSDAM - BABELSBERG (A 115)
3,POTSDAM - DREWITZ (A 115),SAARMUND (A 115)
3,SAARMUND (A 115),POTSDAM - DREWITZ (A 115)
4,SAARMUND (A 115),DREIECK NUTHETAL
4,DREIECK NUTHETAL,SAARMUND (A 115)
4,TREPTOW (A 117),WALTERSDORF (A 117)
4,WALTERSDORF (A 117),TREPTOW (A 117)
2,WALTERSDORF (A 117),WALTERSDORFER DREIECK
2,WALTERSDORFER DREIECK,WALTERSDORF (A 117)
8,DREIECK HALLE - NORD,SALZMUENDE (A 143)
8,SALZMUENDE (A 143),DREIECK HALLE - NORD
4,SALZMUENDE (A 143),HALLE - NEUSTADT (A 143)
4,HALLE - NEUSTADT (A 143),SALZMUENDE (A 143)
4,HALLE - NEUSTADT (A 143),TEUTSCHENTHAL (A 143)
4,TEUTSCHENTHAL (A 143),HALLE - NEUSTADT (A 143)
3,TEUTSCHENTHAL (A 143),HOLLEBEN (A 143)
3,HOLLEBEN (A 143),TEUTSCHENTHAL (A 143)
3,HOLLEBEN (A 143),DREIECK HALLE - SUED
3,DREIECK HALLE - SUED,HOLLEBEN (A 143)
3,SCHACHT - AUDORF (A 210),KREUZ RENDSBURG
3,KREUZ RENDSBURG,SCHACHT - AUDORF (A 210)
7,KREUZ RENDSBURG,BREDENBEK (A 210)
7,BREDENBEK (A 210),KREUZ RENDSBURG
6,BREDENBEK (A 210),ACHTERWEHR (A 210)
6,ACHTERWEHR (A 210),BREDENBEK (A 210)
6,ACHTERWEHR (A 210),MELSDORF (A 210)
6,MELSDORF (A 210),ACHTERWEHR (A 210)
2,MELSDORF (A 210),KREUZ KIEL - WEST (A 210)
2,KREUZ KIEL - WEST (A 210),MELSDORF (A 210)
0.5,KIEL - WESTRING (A 215),KIEL - MITTE (A 215)
0.5,KIEL - MITTE (A 215),KIEL - WESTRING (A 215)
3,KIEL - MITTE (A 215),BLUMENTHAL (A 215)
3,BLUMENTHAL (A 215),KIEL - MITTE (A 215)
7,BLUMENTHAL (A 215),DREIECK BORDESHOLM
7,DREIECK BORDESHOLM,BLUMENTHAL (A 215)
1,DREIECK BAD SCHWARTAU,LUEBECK - DAENISCHBURG (A 226)
1,LUEBECK - DAENISCHBURG (A 226),DREIECK BAD SCHWARTAU
3,LUEBECK - DAENISCHBURG (A 226),KREUZ LUEBECK - SIEMS
3,KREUZ LUEBECK - SIEMS,LUEBECK - DAENISCHBURG (A 226)
2,MASCHENER KREUZ (W),MASCHENER KREUZ (Ostteil)
2,MASCHENER KREUZ (Ostteil),MASCHENER KREUZ (W)
1,MASCHENER KREUZ (Ostteil),SEEVETAL - MASCHEN (A 250)
1,SEEVETAL - MASCHEN (A 250),MASCHENER KREUZ (Ostteil)
8,SEEVETAL - MASCHEN (A 250),WINSEN - WEST (A 250)
8,WINSEN - WEST (A 250),SEEVETAL - MASCHEN (A 250)
5,WINSEN - WEST (A 250),WINSEN - OST (A 250)
5,WINSEN - OST (A 250),WINSEN - WEST (A 250)
9,WINSEN - OST (A 250),DREIECK HANDORF
9,DREIECK HANDORF,WINSEN - OST (A 250)
6,DREIECK HANDORF,LUENEBURG - NORD (A 250)
6,LUENEBURG - NORD (A 250),DREIECK HANDORF
0.5,DREIECK HAMBURG - WILHELMSBURG - NORD,HAMBURG - GEORGSWERDER (A 252)
0.5,HAMBURG - GEORGSWERDER (A 252),DREIECK HAMBURG - WILHELMSBURG - NORD
1,HAMBURG - GEORGSWERDER (A 252),KREUZ HAMBURG - SUED
1,KREUZ HAMBURG - SUED,HAMBURG - GEORGSWERDER (A 252)
1,DREIECK HAMBURG - WILHELMSBURG - NORD,HAMBURG - WILHELMSBURG (A 253)
1,HAMBURG - WILHELMSBURG (A 253),DREIECK HAMBURG - WILHELMSBURG - NORD
3.2,HAMBURG - WILHELMSBURG (A 253),HAMBURG - WILHELMSBURG - SUED
3.2,HAMBURG - WILHELMSBURG - SUED,HAMBURG - WILHELMSBURG (A 253)
2,HAMBURG - WILHELMSBURG - SUED,HAMBURG - NEULAND (A 253)
2,HAMBURG - NEULAND (A 253),HAMBURG - WILHELMSBURG - SUED
1,HAMBURG - NEULAND (A 253),HAMBURG - HARBURG - MITTE (A 253)
1,HAMBURG - HARBURG - MITTE (A 253),HAMBURG - NEULAND (A 253)
1,HAMBURG - HARBURG - MITTE (A 253),HAMBURG - WILSTORF (A 253)
1,HAMBURG - WILSTORF (A 253),HAMBURG - HARBURG - MITTE (A 253)
1,KREUZ HAMBURG - SUED,KREUZ HAMBURG - SUED
1,KREUZ HAMBURG - SUED,KREUZ HAMBURG - SUED
1,DREIECK HAMBURG - SUEDWEST,HAMBURG - MARMSTORF / LUERADE (A 261)
1,HAMBURG - MARMSTORF / LUERADE (A 261),DREIECK HAMBURG - SUEDWEST
3,HAMBURG - MARMSTORF / LUERADE (A 261),TOETENSEN ( ROSENGARTEN ) (A 261)
3,TOETENSEN ( ROSENGARTEN ) (A 261),HAMBURG - MARMSTORF / LUERADE (A 261)
5,TOETENSEN ( ROSENGARTEN ) (A 261),BUCHHOLZER DREIECK
5,BUCHHOLZER DREIECK,TOETENSEN ( ROSENGARTEN ) (A 261)
1,BREMEN - ROENNEBECK (A 270),BREMEN - LUESSUM (A 270)
1,BREMEN - LUESSUM (A 270),BREMEN - ROENNEBECK (A 270)
1,BREMEN - LUESSUM (A 270),BREMEN - BLUMENTHAL (A 270)
1,BREMEN - BLUMENTHAL (A 270),BREMEN - LUESSUM (A 270)
2.5,BREMEN - BLUMENTHAL (A 270),BREMEN - VEGESACK - MITTE (A 270)
2.5,BREMEN - VEGESACK - MITTE (A 270),BREMEN - BLUMENTHAL (A 270)
2,BREMEN - VEGESACK - MITTE (A 270),BREMEN - VEGESACK - HAFEN (A 270)
2,BREMEN - VEGESACK - HAFEN (A 270),BREMEN - VEGESACK - MITTE (A 270)
0.5,BREMEN - VEGESACK - HAFEN (A 270),BREMEN - ST. MAGNUS (A 270)
0.5,BREMEN - ST. MAGNUS (A 270),BREMEN - VEGESACK - HAFEN (A 270)
3,BREMEN - ST. MAGNUS (A 270),BREMEN - LESUM (A 270)
3,BREMEN - LESUM (A 270),BREMEN - ST. MAGNUS (A 270)
1,BREMEN - LESUM (A 270),BREMEN - IHLETAL (A 270)
1,BREMEN - IHLETAL (A 270),BREMEN - LESUM (A 270)
1.2,BREMEN - IHLETAL (A 270),DREIECK BREMEN - NORD
1.2,DREIECK BREMEN - NORD,BREMEN - IHLETAL (A 270)
4,BUNDE - WEST (A 280),DREIECK BUNDE
4,DREIECK BUNDE,BUNDE - WEST (A 280)
2,DREIECK BREMEN - INDUSTRIEHAEFEN,BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281)
2,BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281),DREIECK BREMEN - INDUSTRIEHAEFEN
4.5,BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281),DREIECK BREMEN - STROM
4.5,DREIECK BREMEN - STROM,BREMEN - BURG - GRAMBKE  BREMEN - GROEPELINGEN (A 281)
4,DREIECK BREMEN - STROM,DREIECK BREMEN - NEUSTAEDTER HAFEN
4,DREIECK BREMEN - NEUSTAEDTER HAFEN,DREIECK BREMEN - STROM
1,DREIECK BREMEN - NEUSTAEDTER HAFEN,BREMEN - WOLTMERSHAUSEN (A 281)
1,BREMEN - WOLTMERSHAUSEN (A 281),DREIECK BREMEN - NEUSTAEDTER HAFEN
1,BREMEN - WOLTMERSHAUSEN (A 281),KREUZ BREMEN - NEUSTADT
1,KREUZ BREMEN - NEUSTADT,BREMEN - WOLTMERSHAUSEN (A 281)
2,KREUZ BREMEN - NEUSTADT,BREMEN - AIRPORT-STADT (A 281)
2,BREMEN - AIRPORT-STADT (A 281),KREUZ BREMEN - NEUSTADT
3,KREUZ OLDENBURG - NORD,OLDENBURG - ETZHORN (A 293)
3,OLDENBURG - ETZHORN (A 293),KREUZ OLDENBURG - NORD
2,OLDENBURG - ETZHORN (A 293),OLDENBURG - NADORST (A 293)
2,OLDENBURG - NADORST (A 293),OLDENBURG - ETZHORN (A 293)
1,OLDENBURG - NADORST (A 293),OLDENBURG - BUERGERFELDE (A 293)
1,OLDENBURG - BUERGERFELDE (A 293),OLDENBURG - NADORST (A 293)
1,OLDENBURG - BUERGERFELDE (A 293),DREIECK OLDENBURG - WEST
1,DREIECK OLDENBURG - WEST,OLDENBURG - BUERGERFELDE (A 293)
8,DREIECK HANNOVER - NORD,LANGENHAGEN - KALTENWEIDE (A 352)
8,LANGENHAGEN - KALTENWEIDE (A 352),DREIECK HANNOVER - NORD
4,LANGENHAGEN - KALTENWEIDE (A 352),HANNOVER - FLUGHAFEN  (Nordteil) (A 352)
4,HANNOVER - FLUGHAFEN  (Nordteil) (A 352),LANGENHAGEN - KALTENWEIDE (A 352)
1,HANNOVER - FLUGHAFEN  (Nordteil) (A 352),HANNOVER - FLUGHAFEN  (Südteil) (A 352)
1,HANNOVER - FLUGHAFEN  (Südteil) (A 352),HANNOVER - FLUGHAFEN  (Nordteil) (A 352)
3,HANNOVER - FLUGHAFEN  (Südteil) (A 352),ENGELBOSTEL (A 352)
3,ENGELBOSTEL (A 352),HANNOVER - FLUGHAFEN  (Südteil) (A 352)
1,ENGELBOSTEL (A 352),DREIECK HANNOVER - WEST
1,DREIECK HANNOVER - WEST,ENGELBOSTEL (A 352)
2,BRAUNSCHWEIG - WENDEN (A 391),KREUZ BRAUNSCHWEIG - NORD
2,KREUZ BRAUNSCHWEIG - NORD,BRAUNSCHWEIG - WENDEN (A 391)
1,KREUZ BRAUNSCHWEIG - NORD,BRAUNSCHWEIG - HANSESTRASSE (A 391)
1,BRAUNSCHWEIG - HANSESTRASSE (A 391),KREUZ BRAUNSCHWEIG - NORD
3,BRAUNSCHWEIG - HANSESTRASSE (A 391),KREUZ OELPER
3,KREUZ OELPER,BRAUNSCHWEIG - HANSESTRASSE (A 391)
1,KREUZ OELPER,BRAUNSCHWEIG - LEHNDORF (A 391)
1,BRAUNSCHWEIG - LEHNDORF (A 391),KREUZ OELPER
2.5,BRAUNSCHWEIG - LEHNDORF (A 391),BRAUNSCHWEIG - WESTSTADT (A 391)
2.5,BRAUNSCHWEIG - WESTSTADT (A 391),BRAUNSCHWEIG - LEHNDORF (A 391)
1,BRAUNSCHWEIG - WESTSTADT (A 391),BRAUNSCHWEIG - GARTENSTADT (A 391)
1,BRAUNSCHWEIG - GARTENSTADT (A 391),BRAUNSCHWEIG - WESTSTADT (A 391)
1,BRAUNSCHWEIG - GARTENSTADT (A 391),DREIECK BRAUNSCHWEIG - SUEDWEST
1,DREIECK BRAUNSCHWEIG - SUEDWEST,BRAUNSCHWEIG - GARTENSTADT (A 391)
2,BRAUNSCHWEIG - WATENBUETTEL - OST (A 392),KREUZ OELPER
2,KREUZ OELPER,BRAUNSCHWEIG - WATENBUETTEL - OST (A 392)
1,KREUZ OELPER,BRAUNSCHWEIG - CELLER STRASSE (A 392)
1,BRAUNSCHWEIG - CELLER STRASSE (A 392),KREUZ OELPER
1,BRAUNSCHWEIG - CELLER STRASSE (A 392),BRAUNSCHWEIG - HAMBURGER STRASSE (A 392)
1,BRAUNSCHWEIG - HAMBURGER STRASSE (A 392),BRAUNSCHWEIG - CELLER STRASSE (A 392)
0.9,KREUZ BRAUNSCHWEIG - SUED,BRAUNSCHWEIG - HEIDBERG (A 395)
0.9,BRAUNSCHWEIG - HEIDBERG (A 395),KREUZ BRAUNSCHWEIG - SUED
1,BRAUNSCHWEIG - HEIDBERG (A 395),BRAUNSCHWEIG - STOECKHEIM (A 395)
1,BRAUNSCHWEIG - STOECKHEIM (A 395),BRAUNSCHWEIG - HEIDBERG (A 395)
2,BRAUNSCHWEIG - STOECKHEIM (A 395),WOLFENBUETTEL - NORD (A 395)
2,WOLFENBUETTEL - NORD (A 395),BRAUNSCHWEIG - STOECKHEIM (A 395)
3,WOLFENBUETTEL - NORD (A 395),WOLFENBUETTEL - NORDWEST (A 395)
3,WOLFENBUETTEL - NORDWEST (A 395),WOLFENBUETTEL - NORD (A 395)
3,WOLFENBUETTEL - NORDWEST (A 395),WOLFENBUETTEL - WEST (A 395)
3,WOLFENBUETTEL - WEST (A 395),WOLFENBUETTEL - NORDWEST (A 395)
2,WOLFENBUETTEL - WEST (A 395),WOLFENBUETTEL - SUED (A 395)
2,WOLFENBUETTEL - SUED (A 395),WOLFENBUETTEL - WEST (A 395)
7,WOLFENBUETTEL - SUED (A 395),FLOETHE (A 395)
7,FLOETHE (A 395),WOLFENBUETTEL - SUED (A 395)
6,FLOETHE (A 395),SCHLADEN - NORD (A 395)
6,SCHLADEN - NORD (A 395),FLOETHE (A 395)
3,SCHLADEN - NORD (A 395),SCHLADEN - SUED (A 395)
3,SCHLADEN - SUED (A 395),SCHLADEN - NORD (A 395)
2,SCHLADEN - SUED (A 395),LENGDE (A 395)
2,LENGDE (A 395),SCHLADEN - SUED (A 395)
4,LENGDE (A 395),VIENENBURG (A 395)
4,VIENENBURG (A 395),LENGDE (A 395)
1,VIENENBURG (A 395),OSTERWIECK / VIENENBURG - OST (A 395)
1,OSTERWIECK / VIENENBURG - OST (A 395),VIENENBURG (A 395)
2,WERL - NORD (A 445),WERL - ZENTRUM (A 445)
2,WERL - ZENTRUM (A 445),WERL - NORD (A 445)
2,WERL - ZENTRUM (A 445),KREUZ WERL
2,KREUZ WERL,WERL - ZENTRUM (A 445)
2,KREUZ WERL,WICKEDE (A 445)
2,WICKEDE (A 445),KREUZ WERL
2,ASSLAR (A 480),WETZLARER KREUZ
2,WETZLARER KREUZ,ASSLAR (A 480)
14,WETZLARER KREUZ,WETTENBERG (A 480)
14,WETTENBERG (A 480),WETZLARER KREUZ
4,WETTENBERG (A 480),GIESSENER NORDKREUZ
4,GIESSENER NORDKREUZ,WETTENBERG (A 480)
10,GIESSENER NORDKREUZ,REISKIRCHENER DREIECK
10,REISKIRCHENER DREIECK,GIESSENER NORDKREUZ
0.5,GIESSENER NORDKREUZ (W),GIESSEN - MARBURGER STRASSE (A 485)
0.5,GIESSEN - MARBURGER STRASSE (A 485),GIESSENER NORDKREUZ (W)
0.5,GIESSEN - MARBURGER STRASSE (A 485),GIESSENER NORDKREUZ  (Ostteil)
0.5,GIESSENER NORDKREUZ  (Ostteil),GIESSEN - MARBURGER STRASSE (A 485)
2,GIESSENER NORDKREUZ  (Ostteil),GIESSEN - WIESECK (A 485)
2,GIESSEN - WIESECK (A 485),GIESSENER NORDKREUZ  (Ostteil)
2,GIESSEN - WIESECK (A 485),GIESSEN - URSULUM (A 485)
2,GIESSEN - URSULUM (A 485),GIESSEN - WIESECK (A 485)
0.5,GIESSEN - URSULUM (A 485),GIESSEN - GRUENBERGER STRASSE (A 485)
0.5,GIESSEN - GRUENBERGER STRASSE (A 485),GIESSEN - URSULUM (A 485)
1,GIESSEN - GRUENBERGER STRASSE (A 485),GIESSEN - LICHER STRASSE (A 485)
1,GIESSEN - LICHER STRASSE (A 485),GIESSEN - GRUENBERGER STRASSE (A 485)
1,GIESSEN - LICHER STRASSE (A 485),GIESSEN - SCHIFFENBERGER TAL (A 485)
1,GIESSEN - SCHIFFENBERGER TAL (A 485),GIESSEN - LICHER STRASSE (A 485)
3,GIESSEN - SCHIFFENBERGER TAL (A 485),DREIECK BERGWERKSWALD
3,DREIECK BERGWERKSWALD,GIESSEN - SCHIFFENBERGER TAL (A 485)
2,DREIECK BERGWERKSWALD,LINDEN (A 485)
2,LINDEN (A 485),DREIECK BERGWERKSWALD
2,LINDEN (A 485),GIESSENER SUEDKREUZ
2,GIESSENER SUEDKREUZ,LINDEN (A 485)
4,GIESSENER SUEDKREUZ,LANGGOENS (A 485)
4,LANGGOENS (A 485),GIESSENER SUEDKREUZ
3,KREUZ OBERHAUSEN,OBERHAUSEN - STERKRADE  (Nordteil) (A 516)
3,OBERHAUSEN - STERKRADE  (Nordteil) (A 516),KREUZ OBERHAUSEN
1,OBERHAUSEN - STERKRADE  (Nordteil) (A 516),OBERHAUSEN - STERKRADE  (Südteil) (A 516)
1,OBERHAUSEN - STERKRADE  (Südteil) (A 516),OBERHAUSEN - STERKRADE  (Nordteil) (A 516)
1.5,OBERHAUSEN - STERKRADE  (Südteil) (A 516),OBERHAUSEN - EISENHEIM (A 516)
1.5,OBERHAUSEN - EISENHEIM (A 516),OBERHAUSEN - STERKRADE  (Südteil) (A 516)
3,DUISBURG - RAHM (A 524),LINTORF (A 524)
3,LINTORF (A 524),DUISBURG - RAHM (A 524)
2,LINTORF (A 524),DREIECK BREITSCHEID
2,DREIECK BREITSCHEID,LINTORF (A 524)
1,ESSEN - HEISINGEN (A 535),ESSEN - UEBERRUHR (A 535)
1,ESSEN - UEBERRUHR (A 535),ESSEN - HEISINGEN (A 535)
3,ESSEN - UEBERRUHR (A 535),ESSEN - KUPFERDREH (Nordteil) (A 535)
3,ESSEN - KUPFERDREH (Nordteil) (A 535),ESSEN - UEBERRUHR (A 535)
0.5,ESSEN - KUPFERDREH (Nordteil) (A 535),ESSEN - KUPFERDREH (Südteil) (A 535)
0.5,ESSEN - KUPFERDREH (Südteil) (A 535),ESSEN - KUPFERDREH (Nordteil) (A 535)
